annotation_schema_version,annotation_id,doc_id,relative_path,statement_type,line_start,line_end,row_count,column_count,unit_normalized,expected_periods,notes
1,ann_0885badbd15a2ed9f82b29c65053e3e23fbdb3e39d37ff17b3770754fb73b2be,doc_f204acc195a57df6f8838aba32bfcef5372e9bae45ec3b92420ec03d1fe759f0,NLG/2024/NLG_financial_statements_2024_consolidated/NLG_financial_statements_2024_consolidated_extracted.txt,balance_sheet,200,200,20,5,,,auto-mapped
1,ann_e7f361bfb2d30db6e04281546f26b573f1bf01b8f22ea5bb7e15b4a6513b453b,doc_f204acc195a57df6f8838aba32bfcef5372e9bae45ec3b92420ec03d1fe759f0,NLG/2024/NLG_financial_statements_2024_consolidated/NLG_financial_statements_2024_consolidated_extracted.txt,cash_flow_statement,217,217,24,5,,,auto-mapped
1,ann_9ee59814ca2a6868a55696f1ff4b2c96adfaa0fad53e35de333e6245d405f7b2,doc_f204acc195a57df6f8838aba32bfcef5372e9bae45ec3b92420ec03d1fe759f0,NLG/2024/NLG_financial_statements_2024_consolidated/NLG_financial_statements_2024_consolidated_extracted.txt,cash_flow_statement,282,282,24,5,,,auto-mapped
1,ann_18dea8200cbfaebbe6c6820af0d4574193c89251741eed43c794c1c36533b004,doc_f204acc195a57df6f8838aba32bfcef5372e9bae45ec3b92420ec03d1fe759f0,NLG/2024/NLG_financial_statements_2024_consolidated/NLG_financial_statements_2024_consolidated_extracted.txt,cash_flow_statement,297,297,9,5,,,auto-mapped
1,ann_701b5f6fae07e82df24cf3e3c19c9947d089afd9d2e6b3e0212635fe77016e25,doc_f7739af02eb7572d7d0d29ecb7b939022783d4b2de92552d850d63e1bfe93356,FPT/2020/FPT_financial_statements_2020_consolidated/FPT_financial_statements_2020_consolidated_extracted.txt,balance_sheet,326,326,29,6,VND,,auto-mapped
1,ann_15d74ee785ef3a96bb5ed5e1882c224d313a232ba67c8f988685235c17c5cb0c,doc_f7739af02eb7572d7d0d29ecb7b939022783d4b2de92552d850d63e1bfe93356,FPT/2020/FPT_financial_statements_2020_consolidated/FPT_financial_statements_2020_consolidated_extracted.txt,income_statement,380,380,18,5,,,auto-mapped
1,ann_c8aa2fa3198e57ca1e5dd11232845cc6199c182b82f24a0c49a8755ff120dcfa,doc_f7739af02eb7572d7d0d29ecb7b939022783d4b2de92552d850d63e1bfe93356,FPT/2020/FPT_financial_statements_2020_consolidated/FPT_financial_statements_2020_consolidated_extracted.txt,income_statement,418,418,24,5,VND,,auto-mapped
1,ann_b55cb481f457a7d4b184b0975f42eab100356c53e34267b7ad043d58c006017a,doc_f7739af02eb7572d7d0d29ecb7b939022783d4b2de92552d850d63e1bfe93356,FPT/2020/FPT_financial_statements_2020_consolidated/FPT_financial_statements_2020_consolidated_extracted.txt,cash_flow_statement,456,456,27,4,VND,,auto-mapped
1,ann_8f42787b41be9c63bbd9d494193cfbe0bdb623c23d356ffd95de4bf180e1b71a,doc_f7739af02eb7572d7d0d29ecb7b939022783d4b2de92552d850d63e1bfe93356,FPT/2020/FPT_financial_statements_2020_consolidated/FPT_financial_statements_2020_consolidated_extracted.txt,cash_flow_statement,485,485,13,4,VND,,auto-mapped
1,ann_9b7569e959299dca00ef42315063416a10a405abb6fb8c8f10c117977607f4c9,doc_f808747ee56e200b3e408baa6e430cb1c248a76adf202f09447a33b03a8671c9,HSG/2017/HSG_financial_statements_2017_separate/HSG_financial_statements_2017_separate_extracted.txt,cash_flow_statement,13,13,8,2,,,auto-mapped
1,ann_0c3ed64d73d05bffc7499c39e1552c20ba0140084224c180bf9c759336072b47,doc_f808747ee56e200b3e408baa6e430cb1c248a76adf202f09447a33b03a8671c9,HSG/2017/HSG_financial_statements_2017_separate/HSG_financial_statements_2017_separate_extracted.txt,cash_flow_statement,185,185,42,5,,,auto-mapped
1,ann_d468f7eb1ffa65460e8b19f89dd026cf13e19585bc886ace0a3aa841ad19fb10,doc_f808747ee56e200b3e408baa6e430cb1c248a76adf202f09447a33b03a8671c9,HSG/2017/HSG_financial_statements_2017_separate/HSG_financial_statements_2017_separate_extracted.txt,cash_flow_statement,254,254,23,5,,,auto-mapped
1,ann_b04ad9b4095492c4e271556873272862d12b898f500d6ba1f1335c338991ae26,doc_f808747ee56e200b3e408baa6e430cb1c248a76adf202f09447a33b03a8671c9,HSG/2017/HSG_financial_statements_2017_separate/HSG_financial_statements_2017_separate_extracted.txt,cash_flow_statement,269,269,13,5,,,auto-mapped
1,ann_4a6e13bf4fe0445f825c2f521ae7ad74dd7aa049a2e7f312f769640cf06699cd,doc_f817eefacf9c3e67c5298f0fc09ac6e0276d74c2a640fc5b1adc20beb8b60a8e,HDB/2020/HDB_financial_statements_2020_separate/HDB_financial_statements_2020_separate_extracted.txt,balance_sheet,203,203,36,4,,,auto-mapped
1,ann_a8cb6f2e002edaae3255237114c31fc16d44edf93bf9bc43e3287b9c082bb848,doc_f817eefacf9c3e67c5298f0fc09ac6e0276d74c2a640fc5b1adc20beb8b60a8e,HDB/2020/HDB_financial_statements_2020_separate/HDB_financial_statements_2020_separate_extracted.txt,balance_sheet,218,218,25,4,,,auto-mapped
1,ann_67d485a43d3e434a138a835aa3625537644f1ae5ccdf4c6f472597d95c7f9852,doc_f817eefacf9c3e67c5298f0fc09ac6e0276d74c2a640fc5b1adc20beb8b60a8e,HDB/2020/HDB_financial_statements_2020_separate/HDB_financial_statements_2020_separate_extracted.txt,balance_sheet,235,235,10,4,,,auto-mapped
1,ann_8bacbda6ed59d0ead06bd4f7f715d9d7c7dd68a14618fdea3f94f0a669c32ca3,doc_f817eefacf9c3e67c5298f0fc09ac6e0276d74c2a640fc5b1adc20beb8b60a8e,HDB/2020/HDB_financial_statements_2020_separate/HDB_financial_statements_2020_separate_extracted.txt,cash_flow_statement,256,256,26,4,,,auto-mapped
1,ann_86150e2e0fcba18fb672bf08695aca490fcc6e9ec4904cdf9b001ffc9a714905,doc_f817eefacf9c3e67c5298f0fc09ac6e0276d74c2a640fc5b1adc20beb8b60a8e,HDB/2020/HDB_financial_statements_2020_separate/HDB_financial_statements_2020_separate_extracted.txt,cash_flow_statement,279,279,34,4,,,auto-mapped
1,ann_9ef8566be3a377fdae572436e811053bd72e17929fc5b97c0eba6fd011d2ba28,doc_f8d04549ec29f6921bedf4fd3dcdf9686aca2ea18cb554bf0d57c0c6d7ef7d62,ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt,balance_sheet,133,133,39,5,,,auto-mapped
1,ann_91502a5644c3c2613ec26b446fd3159e20277729348a7a0f716bbb124e7a17ef,doc_f8d04549ec29f6921bedf4fd3dcdf9686aca2ea18cb554bf0d57c0c6d7ef7d62,ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt,income_statement,152,152,26,5,,,auto-mapped
1,ann_40fd1e5b768cc170d2efbe5882776ec4ea28a7d0c56a6fe2e63561e0f476c635,doc_f8d04549ec29f6921bedf4fd3dcdf9686aca2ea18cb554bf0d57c0c6d7ef7d62,ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,1826,1826,3,3,,,auto-mapped
1,ann_dca19eee353d7b5e6163aac18efc9addb352c68dcbc3ebef9ac3277f4e459893,doc_f8d04549ec29f6921bedf4fd3dcdf9686aca2ea18cb554bf0d57c0c6d7ef7d62,ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,1842,1842,20,4,,,auto-mapped
1,ann_b5d58ed95f31f57140dff9231602b3fdf9681d65aef12163259af63cc1a36a49,doc_f8d04549ec29f6921bedf4fd3dcdf9686aca2ea18cb554bf0d57c0c6d7ef7d62,ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,2026,2026,8,3,,,auto-mapped
1,ann_43d565d514605b567353705f7d0a180335c794459b733d32a73fd7bb18ae88b1,doc_f8d04549ec29f6921bedf4fd3dcdf9686aca2ea18cb554bf0d57c0c6d7ef7d62,ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,2172,2172,14,3,,,auto-mapped
1,ann_c7ff68c1d69da57098520c59613e600fe9eb57b6ab376ca0421fb78eb214eb97,doc_fcf7590fc2cb5abba93f1fa626117358810c32c0a7d8d9f3855a827a402938a1,MSB/2018/MSB_financial_statements_2018_consolidated/MSB_financial_statements_2018_consolidated_extracted.txt,balance_sheet,229,229,21,5,,,auto-mapped
1,ann_a43af896eeeb5f88514643b8354a1d737eeaf0ce839f29ffe43d66c61967037f,doc_fcf7590fc2cb5abba93f1fa626117358810c32c0a7d8d9f3855a827a402938a1,MSB/2018/MSB_financial_statements_2018_consolidated/MSB_financial_statements_2018_consolidated_extracted.txt,balance_sheet,250,250,12,5,,,auto-mapped
1,ann_d7efea0dd3058092746680f42131891a23210aae765764414e8e57a4842675d4,doc_fcf7590fc2cb5abba93f1fa626117358810c32c0a7d8d9f3855a827a402938a1,MSB/2018/MSB_financial_statements_2018_consolidated/MSB_financial_statements_2018_consolidated_extracted.txt,income_statement,256,256,8,5,,,auto-mapped
1,ann_814a02ae820c24382844818b58d7fb56cb763ccc423288cf8663a12f695e6e59,doc_fcf7590fc2cb5abba93f1fa626117358810c32c0a7d8d9f3855a827a402938a1,MSB/2018/MSB_financial_statements_2018_consolidated/MSB_financial_statements_2018_consolidated_extracted.txt,cash_flow_statement,314,314,26,4,,,auto-mapped
